id,MWS,EAP,HPL
id13547,0.8988305174797779,0.01866661284464037,0.08250286967558092
id06928,0.9905896783395189,0.008788022526521506,0.0006222991339596438
id12521,0.028285992312455786,0.8381584991433002,0.13355550854424483
id25716,0.13598005646546568,0.8584193792159419,0.005600564318592043
id27116,0.9964335762792021,0.003529836508500533,3.6587212297116485e-05
id19941,0.06485974198948263,0.054174275620235156,0.8809659823902819
id05711,0.996665775843065,0.0028081586581187317,0.0005260654988157441
id02097,0.9669916878073053,0.005761892246232103,0.027246419946464595
id03563,0.0067455075986349675,0.01748538135500415,0.9757691110463622
id02295,0.07837439127997402,0.1942505754845233,0.7273750332355025
id08179,0.0014072011217103198,0.9983542416233893,0.00023855725490000543
id05332,0.130787743707394,0.1273862318310975,0.7418260244615085
id15697,0.3573584764149497,0.6118023039002616,0.030839219684787214
id17026,0.8486736387028876,0.12549234660460232,0.0258340146925106
id04243,0.014069189915688852,0.7625995671199159,0.22333124296439444
id13175,0.006432430022278606,0.9864707969570101,0.007096773020712297
id05387,0.04262048895262409,0.9438290268538494,0.013550484193525154
id19989,0.04248455393110535,0.9270656664775838,0.030449779591311944
id25173,0.864172125935989,0.125409602890814,0.010418271173198141
id08925,0.001640802859736877,0.017718637246728855,0.9806405598935338
id03034,0.07027737117253192,0.019250548511129905,0.9104720803163372
id13272,0.013292226631098357,0.009019599590759054,0.9776881737781434
id07956,0.03197763905760853,0.9648707257252647,0.003151635217125752
id02648,0.9125742935425898,0.06958099684190937,0.017844709615500845
id01778,0.9124745372195584,0.08137854380364264,0.006146918976798695
id12846,0.9934208971682289,0.0059104392791873095,0.0006686635525847501
id19001,0.8269567841325866,0.12232427965282913,0.05071893621458465
id05763,0.34322778787687086,0.5133927979102642,0.14337941421286413
id15590,0.9923584551126912,0.007316992345017082,0.00032455254229208063
id04912,0.16368021389719167,0.7699298926698802,0.06638989343292781
id21201,0.022688684391822752,0.8983192193883734,0.07899209621980298
id13215,0.045352463366099854,0.9524726548702602,0.0021748817636401243
id15612,0.021717126562098905,0.35356465693803324,0.6247182164998676
id18501,0.9079404840110709,0.05419597623657751,0.03786353975235199
id07223,0.03556674057477358,0.6731179490020988,0.29131531042312697
id06707,0.3297460484960272,0.4189735045345756,0.2512804469693969
id05238,0.0009066847302957283,0.0024017960843142148,0.9966915191853892
id00935,0.810113626699487,0.014405396515499637,0.17548097678501465
id00110,0.17647992794242048,0.8143453494324312,0.009174722625148136
id17476,0.009962612430317486,0.9174208094105508,0.07261657815913158
id15170,0.0007805321736065546,0.9925095335928773,0.006709934233514442
id13397,0.6814187660287464,0.1860381095730922,0.13254312439816107
id24283,0.06100626952359209,0.8928668072783467,0.046126923198061436
id15234,0.002537609619672303,0.9529224644599879,0.044539925920340284
id16884,0.13594291999787556,0.45308728977386986,0.4109697902282536
id07831,0.16842766520655097,0.5425617530372704,0.2890105817561794
id16038,0.01369391291902779,0.8630963619049852,0.12320972517598718
id03629,0.017195184059927728,0.9506045523352685,0.03220026360480328
id21019,0.03970292501211079,0.7870320174673097,0.1732650575205798
id21835,0.22543453757542542,0.5768747242850345,0.19769073813953997
id04480,0.0005730800754056983,0.10350381912125071,0.8959231008033431
id20838,0.03205020769558939,0.7651887721585962,0.20276102014581363
id24195,0.3256662201025691,0.4928635218416701,0.1814702580557618
id05448,0.050265022275026786,0.8632982177229497,0.08643676000202212
id15957,0.013771775385264317,0.18859280858943392,0.7976354160253016
id19956,0.997499477119171,0.00236023276096074,0.0001402901198687347
id15104,0.9236201125619804,0.043917645162089104,0.03246224227593145
id17559,0.09653677958098976,0.6844775706144367,0.21898564980457325
id16839,0.8144750324231933,0.12458421314976985,0.06094075442703695
id14493,0.21600248117626342,0.7246968847630504,0.05930063406068555
id08833,0.2505381079565581,0.7307324395633547,0.018729452480088275
id15723,0.7162097361079591,0.2598014661304799,0.02398879776156113
id02716,0.008291373551163987,0.9875570409158523,0.004151585532982114
id06689,0.04632370061998729,0.0772954700958375,0.8763808292841758
id18837,0.2824919761916718,0.5448939307325078,0.17261409307581957
id04466,0.010157768240753555,0.9447252199289761,0.04511701183026992
id00686,0.21361740500547352,0.7667474254668633,0.01963516952766452
id09010,0.00889201517270623,0.18572670164991367,0.8053812831773804
id23353,0.032849442089397544,0.962149950645767,0.005000607264834948
id00066,0.014787504589970779,0.6198226959133709,0.36538979949665773
id15724,0.03436657682038187,0.12656580541252252,0.8390676177670952
id23486,0.8762634286975655,0.10757390566344123,0.016162665638992428
id22258,0.9859655839342427,0.007223086892096934,0.0068113291736610565
id02292,0.03321749600374634,0.8228032079907407,0.14397929600551349
id16356,0.5599271720310738,0.4357175521771646,0.00435527579176269
id00235,0.10996963786955521,0.8786296617074285,0.011400700423015452
id25522,0.9288996330140318,0.06726904788762753,0.0038313190983415807
id04204,0.01667589986138305,0.1791491915122076,0.8041749086264091
id22016,0.10008033010391203,0.8377632197592674,0.062156450136820425
id06480,0.032463152029432556,0.12988075517015119,0.8376560928004156
id08718,0.8929958800633603,0.10399940246517932,0.0030047174714598283
id05251,0.0023418272919027688,0.0022089607590621567,0.9954492119490361
id03359,0.04600338149442689,0.882355180908348,0.07164143759722569
id16117,0.947937952870512,0.051878144143075434,0.0001839029864132862
id17000,0.0027717369066461014,0.0027854468468265646,0.9944428162465279
id01730,0.011737078409920759,0.038581540653217,0.949681380936861
id00630,0.015341471230862368,0.8635971397656452,0.12106138900349149
id18175,0.913902290400499,0.08297481042965264,0.0031228991698481813
id00907,0.04443497885728027,0.9164491046208937,0.039115916521825514
id18251,0.004349272749213893,0.052528979330219716,0.9431217479205646
id25861,0.11675146632639989,0.46167721276247337,0.42157132091112587
id00398,0.03240629513788733,0.8426169793241183,0.12497672553799473
id27573,0.013767398919294967,0.986050966732109,0.00018163434859488288
id10022,0.15083575357093898,0.01429734543511051,0.8348669009939506
id15901,0.8170724782747409,0.18246319792208193,0.00046432380317778404
id00451,0.8120858284512924,0.10827104277470972,0.07964312877399643
id23129,0.005952402440690594,0.017949601442942918,0.9760979961163664
id26498,0.13512270260458634,0.34342866282696044,0.5214486345684539
id14741,0.05113428985202908,0.33474762988857204,0.6141180802593993
id18453,0.9063366974623286,0.08350892732062726,0.010154375217044077
id08309,0.00840403565078101,0.8270265815742787,0.16456938277494015
id00320,0.0010071205325093118,0.9971724655179673,0.0018204139495238301
id07688,0.6399064324749069,0.26031285133032867,0.09978071619476406
id01556,0.9861139842256581,0.013100000469718098,0.0007860153046236996
id00178,0.7433148228401958,0.23069514662922258,0.025990030530581278
id18902,0.9323657242315508,0.02977805382802622,0.03785622194042318
id27002,0.026136716583444262,0.3508803794662933,0.6229829039502622
id21418,0.0009196947330472236,0.996047036737382,0.003033268529571521
id23018,0.8669419290735665,0.03299362662173742,0.10006444430469666
id07032,0.7789735015539834,0.2125911548545125,0.008435343591502394
id16195,0.2553317335317317,0.6512380838540174,0.09343018261425015
id11202,0.012053089254847438,0.10280142495030115,0.8851454857948506
id09578,0.14237772515566993,0.8167652881035987,0.040856986740731766
id26984,0.10200809625086409,0.8907500242253605,0.007241879523775334
id19856,0.0015238212455465077,0.029774078190866263,0.9687021005635874
id12086,0.6727910485687749,0.28908015463816317,0.0381287967930613
id12052,0.9197847912232081,0.07374937255917734,0.006465836217614004
id17728,0.9867951179937617,0.00947818029742576,0.0037267017088114143
id24608,0.5613564129402021,0.41604164514929176,0.02260194191050593
id21097,0.8541237545904452,0.11269895962173417,0.03317728578781956
id20179,0.9946472233559366,0.0010686732635844414,0.004284103380481041
id15144,0.1457438153565952,0.721707960535645,0.13254822410775954
id00206,0.019119833177632058,0.9601342890219182,0.0207458778004504
id22285,0.9868511226552343,0.006965347460548737,0.006183529884217806
id06417,0.3174657494760495,0.27219336563826946,0.4103408848856811
id00215,0.005390107578462627,0.2861157491830926,0.7084941432384441
id04201,0.537239372357149,0.4569971097234858,0.005763517919364791
id21771,0.005253413172066069,0.9608713075248183,0.033875279303114854
id12451,0.7920570701024623,0.011148861781191082,0.19679406811634612
id14250,0.20764956837332094,0.09046423032287096,0.701886201303809
id03433,0.0165085617691732,0.10980379643993272,0.8736876417908944
id03303,0.9257442211229917,0.07072472681192793,0.0035310520650813763
id25901,0.36126892207497996,0.25253048968873554,0.38620058823628456
id06945,0.6186023168462127,0.3642357696864804,0.017161913467305955
id05664,0.058311797548110084,0.7666699974265352,0.17501820502535514
id05741,0.0007780975405439303,0.9989020405043568,0.00031986195509896135
id10652,0.033192853782622954,0.9008622551558293,0.06594489106154772
id16300,0.036856614402998526,0.8975604282318489,0.06558295736515109
id12319,0.12698134420136767,0.8084618755975117,0.06455678020112125
id07500,0.0016681470160189449,0.05918173008286492,0.9391501229011165
id12478,0.275139012329429,0.5186143514981968,0.2062466361723738
id03076,0.9675436404064726,0.031760186833628024,0.0006961727599003874
id00969,0.08218021287322247,0.5128756031599842,0.40494418396679244
id23636,0.04950139611044504,0.04843194021354573,0.902066663676009
id09791,0.7105038826179007,0.11540908765380586,0.17408702972829382
id05680,0.10834388704757973,0.04139960490886047,0.8502565080435596
id03672,0.15182387971652744,0.024910321563796408,0.8232657987196771
id04286,0.08574119210154915,0.014091973116993273,0.9001668347814583
id23883,0.6735081607763095,0.016093025876660894,0.31039881334703023
id11914,0.515176226404692,0.47165953029930335,0.013164243296003658
id20974,0.003799518719165254,0.04025940707481978,0.9559410742060166
id26125,0.767752989275855,0.18049228588342903,0.051754724840716755
id15543,0.7462342588487367,0.2492724364955026,0.004493304655760041
id19471,0.005237589533862371,0.9934713379549763,0.0012910725111617847
id11503,0.07256033038724713,0.8398786185285325,0.0875610510842197
id09321,0.09198289612927503,0.02205620838968064,0.8859608954810434
id25560,0.9977165248894145,0.0003901346671975565,0.0018933404433870628
id06726,0.1985349925440371,0.6661628133050482,0.13530219415091527
id05709,0.04144190006215265,0.9569865927907576,0.001571507147091465
id09788,0.2783602555301042,0.21982525502588637,0.5018144894440094
id05289,0.00023231804685757532,0.9956161922861287,0.00415148966701545
id11815,0.01151778060410477,0.018573114941038756,0.9699091044548556
id22422,0.11809172662145134,0.8215994145053478,0.06030885887320174
id25954,0.06686202774228918,0.905068133392187,0.0280698388655246
id13601,0.08214227164890428,0.8422122262100309,0.0756455021410656
id05677,0.09729529726681649,0.8712150800958924,0.03148962263729169
id10498,0.0012037739604213186,0.14852223992964567,0.8502739861099337
id02665,0.031662491181109614,0.7125370903182531,0.2558004185006382
id10114,0.2382989062137821,0.36160624182784873,0.40009485195836825
id26314,0.005196069276358049,0.8690762501806486,0.12572768054299385
id21240,0.6343535896325213,0.21728543566031247,0.14836097470716691
id15569,0.01407640519465025,0.9317780973618597,0.05414549744349184
id25928,0.7554456482240521,0.05409520471372222,0.19045914706222547
id22706,0.0019742277188394596,0.03320433389396538,0.9648214383871957
id20877,0.0525456669815628,0.006051940640365405,0.9414023923780721
id04318,0.05349544519342209,0.9304901313266117,0.016014423479966403
id18299,0.21086794547723453,0.12530362754130234,0.6638284269814636
id08126,0.956085933996216,0.04159095274560975,0.0023231132581732375
id14293,0.5648548378715984,0.431277765020716,0.003867397107685368
id12759,0.05125712374043519,0.9479540880187479,0.0007887882408171305
id11983,0.6124916002181522,0.2816490819276882,0.10585931785416011
id05580,0.08844604358862539,0.14294663951095674,0.7686073169004195
id25846,0.27490659436543435,0.4489884812421144,0.27610492439245066
id01939,0.13297698052483087,0.8162338243175732,0.050789195157596105
id26327,0.13730491007074816,0.08480755187130347,0.7778875380579477
id11068,0.9932192842169191,0.005633815264626461,0.0011469005184551505
id08404,0.01102279136539213,0.984399673343131,0.0045775352914770384
id27189,0.0035376774358691705,0.4845167276469988,0.5119455949171324
id15119,0.03602028803234864,0.018803778919700934,0.9451759330479514
id26525,0.005558234101652412,0.9939660625531371,0.00047570334521097396
id03618,0.01323089426790308,0.837563228094076,0.1492058776380211
id27220,0.006887691483179107,0.9879832817635957,0.005129026753226543
id18777,0.9656145980310921,0.03132430483763942,0.0030610971312684293
id20213,0.030309407500922023,0.9419181382144614,0.027772454284616832
id20403,0.007456221021474822,0.9743269762022281,0.01821680277629749
id03777,0.868114098488861,0.109417219536298,0.022468681974840587
id10595,0.02903341657407006,0.23585816950632238,0.7351084139196072
id13816,0.6584927494066669,0.3008892112892068,0.04061803930412562
id05667,0.9662856695973886,0.03003727819441797,0.0036770522081926186
id24629,0.1577558176290024,0.810674616116344,0.03156956625465311
id20398,0.5397404402895746,0.3706798266364815,0.08957973307394335
id14108,0.9974472108437641,0.0021940245106749526,0.00035876464555995523
id06196,0.0010352860259986033,0.0072401861090426465,0.9917245278649601
id02800,0.03085431183207502,0.4532141653692149,0.5159315227987107
id18732,0.0050816627422463545,0.0032329150628594757,0.9916854221948942
id11915,0.3243324736046525,0.16904044403496765,0.5066270823603791
id09739,0.021760328620195644,0.9542042846417061,0.02403538673809907
id24672,0.009211263335277975,0.9870544775954113,0.003734259069311638
id00414,0.991028788802126,0.00015400725771917172,0.00881720394015344
id16307,0.007306159418185257,0.9480536653602183,0.044640175221596995
id14043,0.8394690768604826,0.1492929953667861,0.011237927772731261
id00517,0.999595875872383,6.825674692646761e-05,0.00033586738069039083
id09744,0.0003868736268531075,0.986283679851902,0.013329446521245226
id19257,0.03996756006355942,0.9478549282532929,0.012177511683148512
id15437,0.012808592724521463,0.7070065788317144,0.2801848284437643
id16352,0.9429710541163971,0.03473142893809743,0.022297516945505604
id18849,0.2508666981436347,0.6927739923174654,0.05635930953890072
id19434,0.000296424522316815,0.0035636575376706216,0.9961399179400128
id17928,0.883919932259731,0.08375629744332681,0.03232377029694305
id16896,0.9142169542061123,0.07193473095215103,0.013848314841736774
id02135,0.5638291363134175,0.1753344979346707,0.26083636575191255
id15075,0.006779588568882047,0.9817676213310271,0.011452790100091955
id27486,0.000953624890073054,0.01235249555207012,0.9866938795578563
id19422,0.00181442874214384,0.9786126753085685,0.01957289594928777
id09603,0.14250333123458844,0.1382897265434704,0.7192069422219419
id02133,0.031599832113485216,0.0709133923860153,0.8974867755005
id03441,0.595239239167978,0.3984400859443197,0.006320674887701355
id02398,0.003252355692863361,0.010254058547787813,0.9864935857593494
id05152,0.7583562102138114,0.2357441188011286,0.005899670985059963
id17838,0.7341181903847009,0.2566237900395153,0.009258019575783937
id25060,0.005053781766828468,0.8569228124414714,0.13802340579169903
id09998,0.8781006179973878,0.0999486786954579,0.02195070330715376
id01828,0.045224308324580575,0.0477296368050306,0.9070460548703898
id25377,0.5004252272074671,0.47063649525032775,0.02893827754220428
id22175,0.004249331717812415,0.2550881739733758,0.7406624943088121
id02974,0.9589366249782738,0.03144526989947944,0.009618105122247082
id26955,0.0003883801963537301,0.9844243861989613,0.015187233604685758
id21091,0.033980755128786434,0.9574166386622642,0.008602606208951372
id12802,0.011430182942837932,0.733785191542243,0.25478462551492
id07432,0.003983967123121043,0.0011959976614668451,0.9948200352154114
id18749,0.035255125205248865,0.10493246027590876,0.859812414518844
id15030,0.9892065915690598,0.002846281725181386,0.007947126705759151
id17155,0.0019041677931823141,0.020702937151568786,0.97739289505525
id08128,0.014528750625448146,0.03328776719582005,0.9521834821787316
id25706,0.05888920646990801,0.005814982101030857,0.9352958114290598
id15645,0.004308408366003464,0.9870487317000272,0.008642859933969179
id04943,0.144631699382864,0.7485998008581713,0.10676849975896503
id27566,0.9847545546458272,0.014265746875200257,0.000979698478971859
id11765,0.7657339582958894,0.1729127022432904,0.061353339460821416
id13783,0.05339462763698354,0.3451665558629983,0.6014388165000186
id00492,0.9841888796792356,0.01392348807200375,0.0018876322487597567
id27636,0.9063428972375832,0.0573685453728441,0.03628855738957206
id04273,0.028019974282031637,0.9093431151817253,0.06263691053624304
id02537,0.7523415304514635,0.18367800935540493,0.06398046019313162
id24349,0.0026498505854048874,0.727414931514192,0.2699352179004027
id00023,0.012650694922223994,0.0012928475170326718,0.986056457560742
id23025,0.017434909911490507,0.23598458002022857,0.7465805100682797
id08722,0.0538581090148525,0.9436726493203133,0.002469241664833743
id02420,9.380965481686526e-05,0.9905990782170626,0.009307112128121305
id10811,0.017579422342914743,0.9784477370266041,0.003972840630479849
id04019,0.9888279546455792,0.004437342885910484,0.0067347024685088545
id18334,0.006025090770764788,0.9423058155351168,0.0516690936941191
id16781,0.0319060554994615,0.40423388509777625,0.5638600594027618
id08773,0.009227378003040208,0.8216225536149602,0.16915006838199995
id19214,0.024979501557040776,0.965904637187111,0.009115861255847636
id09589,0.14529094130310372,0.02515731456564384,0.8295517441312522
id24246,0.019908603771895957,0.9272443915638586,0.0528470046642467
id23577,0.0048935946640724474,0.41429367890971974,0.5808127264262081
id09305,0.21334535510852942,0.748514528783474,0.038140116107996856
id16460,0.8133346922620245,0.12140980128349432,0.06525550645448014
id21115,0.2684345417770798,0.5868770605257362,0.1446883976971833
id25996,0.16992019575709605,0.6759538863260308,0.15412591791687233
id02551,0.9862642451368289,0.007746771840323344,0.0059889830228478024
id19352,0.992470609940774,0.007288223756449771,0.0002411663027769639
id03806,0.9213844856982797,0.05490386118260901,0.0237116531191105
id26544,0.05414982253721156,0.9313894047407917,0.014460772721997417
id18761,0.031294226834037514,0.9173734607046444,0.051332312461316816
id24148,0.0047665769297844975,0.186179024361238,0.8090543987089763
id16095,0.020468272716827267,0.06922024187745868,0.9103114854057129
id18442,0.08163268162174465,0.8417499521020321,0.0766173662762228
id22596,0.9998631482181485,8.773163647688265e-05,4.9120145374154864e-05
id23002,0.9192397219167266,0.06716807844218807,0.013592199641084525
id04797,0.0017844300115088642,0.9971480726495927,0.0010674973388981547
id06610,0.8852321338498563,0.10533362546890457,0.009434240681239952
id16173,0.10023581954751258,0.3425805590623311,0.5571836213901562
id18292,0.9410141117076283,0.031749820137735314,0.027236068154634682
id27328,0.005131441210758883,0.9941748678128269,0.0006936909764139733
id01695,0.028643230043595078,0.01838844644350622,0.9529683235128978
id05761,0.7648889499629757,0.23029988308432994,0.004811166952694793
id16354,0.04516711447315844,0.9539949691676747,0.0008379163591667387
id12207,0.5198222693700008,0.044737991463097364,0.4354397391669025
id05665,0.8649424370286117,0.11707580560984508,0.017981757361544497
id01911,0.011698173166701442,0.9363436276973164,0.0519581991359823
id19153,0.9011089545686585,0.09286110537680252,0.006029940054537458
id10295,0.269897582240755,0.37895472796246726,0.3511476897967788
id23038,0.08623112447318734,0.45662522363594926,0.457143651890863
id23783,0.004399741245903503,0.29597293892574356,0.6996273198283526
id27879,0.005603223712268083,0.9592435131907937,0.03515326309693803
id19190,0.0011116530616377476,0.031103965509525596,0.9677843814288362
id05065,0.09225945507001822,0.8866420290049916,0.021098515924991058
id21296,0.026649544037122174,0.10675929468730173,0.866591161275576
id13262,0.5368629522624148,0.176026967566151,0.287110080171434
id10333,0.02628943842461517,0.9662082684631621,0.007502293112222719
id16677,0.34989942598254314,0.29122142639096754,0.35887914762649104
id01392,0.6951359829839562,0.26535259966494157,0.03951141735110244
id27874,0.033628090534249484,0.9330293412582819,0.03334256820746846
id02294,0.08034081389713545,0.012109201409790982,0.9075499846930732
id18298,0.9290867676583576,0.016620287940419073,0.05429294440122337
id06997,0.0011690419741982481,0.9932699763604926,0.005560981665309281
id05243,0.44699511969217814,0.23126869757364743,0.3217361827341749
id00860,0.1671762300837283,0.21572416910350756,0.6170996008127658
id26681,0.0007026528967480607,0.9272910087450558,0.0720063383581964
id06020,0.9797075690117122,0.020162433048469007,0.000129997939819227
id27683,0.02324272185511821,0.8744683163643573,0.10228896178052521
id17655,0.00447002210953163,0.016553992537950427,0.9789759853525184
